article_1, 0
article_10, 0
article_11, 0
article_12, 0
article_13, 0
article_14, 0
article_15, 0
article_16, 0
article_17, 0
article_18, 0
article_19, 0
article_2, 0
article_20, 0
article_21, 0
article_22, 0
article_23, 0
article_24, 0
article_25, 0
article_26, 0
article_27, 0
article_28, 0
article_29, 0
article_3, 0
article_30, 0
article_31, 0
article_32, 0
article_33, 0
article_34, 0
article_35, 0
article_36, 0
article_37, 0
article_38, 0
article_39, 0
article_4, 0
article_40, 0
article_41, 0
article_5, 0
article_6, 0
article_7, 0
article_8, 0
article_9, 0
country_1, 1
country_2, 1
country_3, 1
country_4, 1
country_5, 1
country_6, 1
country_7, 1
country_8, 1
country_9, 1
facoltà_1, 2
facoltà_10, 2
facoltà_100, 2
facoltà_1000, 2
facoltà_1001, 2
facoltà_1002, 2
facoltà_1003, 2
facoltà_1004, 2
facoltà_1005, 2
facoltà_1006, 2
facoltà_1007, 2
facoltà_1008, 2
facoltà_1009, 2
facoltà_101, 2
facoltà_1010, 2
facoltà_1011, 2
facoltà_1012, 2
facoltà_1013, 2
facoltà_1014, 2
facoltà_1015, 2
facoltà_1016, 2
facoltà_1017, 2
facoltà_1018, 2
facoltà_1019, 2
facoltà_102, 2
facoltà_1020, 2
facoltà_1021, 2
facoltà_1022, 2
facoltà_1023, 2
facoltà_1024, 2
facoltà_1025, 2
facoltà_1026, 2
facoltà_1027, 2
facoltà_1028, 2
facoltà_1029, 2
facoltà_103, 2
facoltà_1030, 2
facoltà_1031, 2
facoltà_1032, 2
facoltà_1033, 2
facoltà_1034, 2
facoltà_1035, 2
facoltà_1036, 2
facoltà_1037, 2
facoltà_1038, 2
facoltà_1039, 2
facoltà_104, 2
facoltà_1040, 2
facoltà_1041, 2
facoltà_1042, 2
facoltà_1043, 2
facoltà_1044, 2
facoltà_1045, 2
facoltà_1046, 2
facoltà_1047, 2
facoltà_1048, 2
facoltà_1049, 2
facoltà_105, 2
facoltà_1050, 2
facoltà_1051, 2
facoltà_1052, 2
facoltà_1053, 2
facoltà_1054, 2
facoltà_1055, 2
facoltà_1056, 2
facoltà_1057, 2
facoltà_1058, 2
facoltà_1059, 2
facoltà_106, 2
facoltà_1060, 2
facoltà_1061, 2
facoltà_1062, 2
facoltà_1063, 2
facoltà_1064, 2
facoltà_1065, 2
facoltà_1066, 2
facoltà_1067, 2
facoltà_1068, 2
facoltà_1069, 2
facoltà_107, 2
facoltà_1070, 2
facoltà_1071, 2
facoltà_1072, 2
facoltà_1073, 2
facoltà_1074, 2
facoltà_1075, 2
facoltà_1076, 2
facoltà_1077, 2
facoltà_1078, 2
facoltà_1079, 2
facoltà_108, 2
facoltà_1080, 2
facoltà_1081, 2
facoltà_1082, 2
facoltà_1083, 2
facoltà_1084, 2
facoltà_1085, 2
facoltà_1086, 2
facoltà_1087, 2
facoltà_1088, 2
facoltà_1089, 2
facoltà_109, 2
